type,className,fileName,lineno,CLOC,NOA,NOM
CLASS,NetBSDNetwork,D:\ansible\module_utils\facts\network\netbsd.py,22,21,1,1
CLASS,NetBSDNetworkCollector,D:\ansible\module_utils\facts\network\netbsd.py,45,3,2,0
CLASS,NvmeInitiatorNetworkCollector,D:\ansible\module_utils\facts\network\nvme.py,28,28,2,1
CLASS,OpenBSDNetwork,D:\ansible\module_utils\facts\network\openbsd.py,22,15,1,2
CLASS,OpenBSDNetworkCollector,D:\ansible\module_utils\facts\network\openbsd.py,39,3,2,0
CLASS,SunOSNetwork,D:\ansible\module_utils\facts\network\sunos.py,24,87,1,3
CLASS,SunOSNetworkCollector,D:\ansible\module_utils\facts\network\sunos.py,113,3,2,0
CLASS,FacterFactCollector,D:\ansible\module_utils\facts\other\facter.py,14,66,2,5
CLASS,OhaiFactCollector,D:\ansible\module_utils\facts\other\ohai.py,27,47,2,5
CLASS,ApparmorFactCollector,D:\ansible\module_utils\facts\system\apparmor.py,27,14,2,1
CLASS,SystemCapabilitiesFactCollector,D:\ansible\module_utils\facts\system\caps.py,25,36,2,1
CLASS,ChrootFactCollector,D:\ansible\module_utils\facts\system\chroot.py,43,6,2,1
CLASS,CmdLineFactCollector,D:\ansible\module_utils\facts\system\cmdline.py,27,54,2,4
CLASS,DateTimeFactCollector,D:\ansible\module_utils\facts\system\date_time.py,28,42,2,1
CLASS,DistributionFiles,D:\ansible\module_utils\facts\system\distribution.py,48,451,4,18
CLASS,Distribution,D:\ansible\module_utils\facts\system\distribution.py,501,206,2,11
CLASS,DistributionFactCollector,D:\ansible\module_utils\facts\system\distribution.py,709,17,2,1
CLASS,DnsFactCollector,D:\ansible\module_utils\facts\system\dns.py,25,43,2,1
CLASS,EnvFactCollector,D:\ansible\module_utils\facts\system\env.py,27,12,2,1
CLASS,FipsFactCollector,D:\ansible\module_utils\facts\system\fips.py,27,12,2,1
CLASS,LoadAvgFactCollector,D:\ansible\module_utils\facts\system\loadavg.py,13,18,2,1
CLASS,LocalFactCollector,D:\ansible\module_utils\facts\system\local.py,32,85,2,1
CLASS,LSBFactCollector,D:\ansible\module_utils\facts\system\lsb.py,28,80,3,3
CLASS,OpenBSDPkgMgrFactCollector,D:\ansible\module_utils\facts\system\pkg_mgr.py,51,7,3,1
CLASS,PkgMgrFactCollector,D:\ansible\module_utils\facts\system\pkg_mgr.py,61,76,4,5
CLASS,PlatformFactCollector,D:\ansible\module_utils\facts\system\platform.py,33,66,2,1
CLASS,PythonFactCollector,D:\ansible\module_utils\facts\system\python.py,34,28,2,1
CLASS,SelinuxFactCollector,D:\ansible\module_utils\facts\system\selinux.py,37,56,2,1
CLASS,ServiceMgrFactCollector,D:\ansible\module_utils\facts\system\service_mgr.py,39,115,3,3
CLASS,SshPubKeyFactCollector,D:\ansible\module_utils\facts\system\ssh_pub_keys.py,25,31,2,1
CLASS,SystemdFactCollector,D:\ansible\module_utils\facts\system\systemd.py,26,22,2,1
CLASS,UserFactCollector,D:\ansible\module_utils\facts\system\user.py,27,28,2,1
CLASS,Virtual,D:\ansible\module_utils\facts\virtual\base.py,26,31,1,3
CLASS,VirtualCollector,D:\ansible\module_utils\facts\virtual\base.py,59,21,3,1
CLASS,DragonFlyVirtualCollector,D:\ansible\module_utils\facts\virtual\dragonfly.py,21,4,2,0
CLASS,FreeBSDVirtual,D:\ansible\module_utils\facts\virtual\freebsd.py,24,50,1,1
CLASS,FreeBSDVirtualCollector,D:\ansible\module_utils\facts\virtual\freebsd.py,76,3,2,0
CLASS,HPUXVirtual,D:\ansible\module_utils\facts\virtual\hpux.py,24,43,1,1
CLASS,HPUXVirtualCollector,D:\ansible\module_utils\facts\virtual\hpux.py,69,3,2,0
CLASS,LinuxVirtual,D:\ansible\module_utils\facts\virtual\linux.py,26,374,1,1
CLASS,LinuxVirtualCollector,D:\ansible\module_utils\facts\virtual\linux.py,402,3,2,0
CLASS,NetBSDVirtual,D:\ansible\module_utils\facts\virtual\netbsd.py,24,44,1,1
CLASS,NetBSDVirtualCollector,D:\ansible\module_utils\facts\virtual\netbsd.py,70,3,2,0
CLASS,OpenBSDVirtual,D:\ansible\module_utils\facts\virtual\openbsd.py,26,43,2,1
CLASS,OpenBSDVirtualCollector,D:\ansible\module_utils\facts\virtual\openbsd.py,71,3,2,0
CLASS,SunOSVirtual,D:\ansible\module_utils\facts\virtual\sunos.py,23,111,1,1
CLASS,SunOSVirtualCollector,D:\ansible\module_utils\facts\virtual\sunos.py,136,3,2,0
CLASS,VirtualSysctlDetectionMixin,D:\ansible\module_utils\facts\virtual\sysctl.py,21,91,0,3
CLASS,X,D:\ansible\module_utils\six\__init__.py,69,4,0,1
CLASS,_LazyDescr,D:\ansible\module_utils\six\__init__.py,100,15,0,2
CLASS,MovedModule,D:\ansible\module_utils\six\__init__.py,117,19,0,3
CLASS,_LazyModule,D:\ansible\module_utils\six\__init__.py,138,13,1,2
CLASS,MovedAttribute,D:\ansible\module_utils\six\__init__.py,153,23,0,2
CLASS,_SixMetaPathImporter,D:\ansible\module_utils\six\__init__.py,178,72,1,11
CLASS,_MovedItems,D:\ansible\module_utils\six\__init__.py,255,4,1,0
CLASS,Module_six_moves_urllib_parse,D:\ansible\module_utils\six\__init__.py,350,3,0,0
CLASS,Module_six_moves_urllib_error,D:\ansible\module_utils\six\__init__.py,392,3,0,0
CLASS,Module_six_moves_urllib_request,D:\ansible\module_utils\six\__init__.py,412,3,0,0
CLASS,Module_six_moves_urllib_response,D:\ansible\module_utils\six\__init__.py,464,3,0,0
CLASS,Module_six_moves_urllib_robotparser,D:\ansible\module_utils\six\__init__.py,485,3,0,0
CLASS,Module_six_moves_urllib,D:\ansible\module_utils\six\__init__.py,503,12,6,1
CLASS,Iterator,D:\ansible\module_utils\six\__init__.py,590,4,0,1
CLASS,metaclass,D:\ansible\module_utils\six\__init__.py,872,16,0,2
CLASS,AnsibleJSONDecoder,D:\ansible\parsing\ajson.py,16,25,1,3
CLASS,DataLoader,D:\ansible\parsing\dataloader.py,33,447,0,23
CLASS,ModuleArgsParser,D:\ansible\parsing\mod_args.py,56,296,0,6
CLASS,AnsibleVaultError,D:\ansible\parsing\vault\__init__.py,72,2,0,0
CLASS,AnsibleVaultPasswordError,D:\ansible\parsing\vault\__init__.py,76,2,0,0
CLASS,AnsibleVaultFormatError,D:\ansible\parsing\vault\__init__.py,80,2,0,0
CLASS,VaultSecret,D:\ansible\parsing\vault\__init__.py,265,17,0,3
CLASS,PromptVaultSecret,D:\ansible\parsing\vault\__init__.py,284,49,1,5
CLASS,FileVaultSecret,D:\ansible\parsing\vault\__init__.py,376,49,0,5
CLASS,ScriptVaultSecret,D:\ansible\parsing\vault\__init__.py,427,39,0,4
CLASS,ClientScriptVaultSecret,D:\ansible\parsing\vault\__init__.py,468,46,1,5
CLASS,VaultLib,D:\ansible\parsing\vault\__init__.py,575,183,0,5
CLASS,VaultEditor,D:\ansible\parsing\vault\__init__.py,760,374,0,16
CLASS,VaultAES256,D:\ansible\parsing\vault\__init__.py,1140,153,0,9
CLASS,AnsibleConstructor,D:\ansible\parsing\yaml\constructor.py,33,113,0,8
CLASS,AnsibleDumper,D:\ansible\parsing\yaml\dumper.py,31,5,0,0
CLASS,AnsibleLoader,D:\ansible\parsing\yaml\loader.py,26,8,0,1
CLASS,AnsibleBaseYAMLObject,D:\ansible\parsing\yaml\objects.py,28,26,4,2
CLASS,AnsibleMapping,D:\ansible\parsing\yaml\objects.py,56,3,0,0
CLASS,AnsibleUnicode,D:\ansible\parsing\yaml\objects.py,61,3,0,0
CLASS,AnsibleSequence,D:\ansible\parsing\yaml\objects.py,66,3,0,0
CLASS,AnsibleVaultEncryptedUnicode,D:\ansible\parsing\yaml\objects.py,71,289,5,72
CLASS,Attribute,D:\ansible\playbook\attribute.py,25,115,0,11
CLASS,NonInheritableFieldAttribute,D:\ansible\playbook\attribute.py,142,2,0,0
CLASS,FieldAttribute,D:\ansible\playbook\attribute.py,146,33,0,2
CLASS,ConnectionFieldAttribute,D:\ansible\playbook\attribute.py,181,17,0,1
CLASS,_ClassProperty,D:\ansible\playbook\base.py,72,6,0,2
CLASS,FieldAttributeBase,D:\ansible\playbook\base.py,80,617,1,27
CLASS,Base,D:\ansible\playbook\base.py,699,78,23,3
CLASS,Block,D:\ansible\playbook\block.py,34,407,4,24
CLASS,CollectionSearch,D:\ansible\playbook\collectionsearch.py,35,28,1,1
CLASS,Conditional,D:\ansible\playbook\conditional.py,31,83,1,5
CLASS,Delegatable,D:\ansible\playbook\delegatable.py,9,9,2,1
CLASS,Handler,D:\ansible\playbook\handler.py,25,39,1,8
CLASS,HandlerTaskInclude,D:\ansible\playbook\handler_task_include.py,25,13,1,1
CLASS,IncludedFile,D:\ansible\playbook\included_file.py,35,191,0,5
CLASS,LoopControl,D:\ansible\playbook\loop_control.py,24,16,6,2
CLASS,Notifiable,D:\ansible\playbook\notifiable.py,9,2,1,0
CLASS,Play,D:\ansible\playbook\play.py,43,355,17,23
CLASS,PlaybookInclude,D:\ansible\playbook\playbook_include.py,40,130,2,4
CLASS,PlayContext,D:\ansible\playbook\play_context.py,66,265,24,7
CLASS,IncludeRole,D:\ansible\playbook\role_include.py,34,141,7,6
CLASS,Taggable,D:\ansible\playbook\taggable.py,37,54,2,2
CLASS,Task,D:\ansible\playbook\task.py,46,469,13,27
CLASS,TaskInclude,D:\ansible\playbook\task_include.py,32,94,4,6
CLASS,Playbook,D:\ansible\playbook\__init__.py,37,79,0,5
CLASS,RoleDefinition,D:\ansible\playbook\role\definition.py,42,197,1,9
CLASS,RoleInclude,D:\ansible\playbook\role\include.py,31,22,0,2
CLASS,RoleMetadata,D:\ansible\playbook\role\metadata.py,34,86,4,5
CLASS,RoleRequirement,D:\ansible\playbook\role\requirement.py,39,88,0,4
CLASS,Role,D:\ansible\playbook\role\__init__.py,99,605,0,29
CLASS,PluginPathContext,D:\ansible\plugins\loader.py,112,4,0,1
CLASS,PluginLoadContext,D:\ansible\plugins\loader.py,118,80,0,6
CLASS,PluginLoader,D:\ansible\plugins\loader.py,200,906,1,27
CLASS,Jinja2Loader,D:\ansible\plugins\loader.py,1108,258,0,8
CLASS,AnsiblePlugin,D:\ansible\plugins\__init__.py,51,79,1,11
CLASS,AnsibleJinja2Plugin,D:\ansible\plugins\__init__.py,132,19,1,4
CLASS,ActionModule,D:\ansible\plugins\action\add_host.py,33,63,3,1
CLASS,ActionModule,D:\ansible\plugins\action\assemble.py,35,131,1,2
CLASS,ActionModule,D:\ansible\plugins\action\assert.py,26,69,2,1
CLASS,ActionModule,D:\ansible\plugins\action\async_status.py,10,42,0,2
CLASS,ActionModule,D:\ansible\plugins\action\command.py,10,17,0,1
CLASS,ActionModule,D:\ansible\plugins\action\copy.py,202,401,1,5
CLASS,ActionModule,D:\ansible\plugins\action\debug.py,26,60,3,1
CLASS,ActionModule,D:\ansible\plugins\action\dnf.py,14,70,1,1
CLASS,ActionModule,D:\ansible\plugins\action\fail.py,23,21,3,1
CLASS,ActionModule,D:\ansible\plugins\action\fetch.py,33,180,0,1
CLASS,ActionModule,D:\ansible\plugins\action\gather_facts.py,17,159,1,3
CLASS,ActionModule,D:\ansible\plugins\action\group_by.py,23,29,3,1
CLASS,ActionModule,D:\ansible\plugins\action\include_vars.py,18,273,6,10
CLASS,ActionModule,D:\ansible\plugins\action\normal.py,24,26,2,1
CLASS,ActionModule,D:\ansible\plugins\action\package.py,29,83,2,1
CLASS,ActionModule,D:\ansible\plugins\action\pause.py,30,118,1,1
CLASS,ActionModule,D:\ansible\plugins\action\raw.py,22,28,1,1
CLASS,TimedOutException,D:\ansible\plugins\action\reboot.py,21,2,0,0
CLASS,ActionModule,D:\ansible\plugins\action\reboot.py,25,461,17,16
CLASS,ActionModule,D:\ansible\plugins\action\script.py,29,146,2,1
CLASS,ActionModule,D:\ansible\plugins\action\service.py,25,78,3,1
CLASS,ActionModule,D:\ansible\plugins\action\set_fact.py,29,40,2,1
CLASS,ActionModule,D:\ansible\plugins\action\set_stats.py,25,52,3,1
CLASS,ActionModule,D:\ansible\plugins\action\shell.py,10,23,0,1
CLASS,ActionModule,D:\ansible\plugins\action\template.py,31,170,2,1
CLASS,ActionModule,D:\ansible\plugins\action\unarchive.py,28,83,1,1
CLASS,ActionModule,D:\ansible\plugins\action\uri.py,17,76,1,1
CLASS,ActionModule,D:\ansible\plugins\action\validate_argument_spec.py,12,81,2,2
CLASS,TimedOutException,D:\ansible\plugins\action\wait_for_connection.py,31,2,0,0
CLASS,ActionModule,D:\ansible\plugins\action\wait_for_connection.py,35,85,6,2
CLASS,ActionBase,D:\ansible\plugins\action\__init__.py,52,1384,6,36
CLASS,BecomeModule,D:\ansible\plugins\become\runas.py,67,8,1,1
CLASS,BecomeModule,D:\ansible\plugins\become\su.py,100,68,3,2
CLASS,BecomeModule,D:\ansible\plugins\become\sudo.py,83,38,3,1
CLASS,BecomeBase,D:\ansible\plugins\become\__init__.py,23,85,5,10
CLASS,CacheModule,D:\ansible\plugins\cache\jsonfile.py,50,13,0,2
CLASS,CacheModule,D:\ansible\plugins\cache\memory.py,22,31,0,10
CLASS,BaseCacheModule,D:\ansible\plugins\cache\__init__.py,41,36,1,8
CLASS,BaseFileCacheModule,D:\ansible\plugins\cache\__init__.py,79,203,0,14
CLASS,CachePluginAdjudicator,D:\ansible\plugins\cache\__init__.py,284,93,0,18
CLASS,CallbackModule,D:\ansible\plugins\callback\default.py,30,379,3,26
CLASS,CallbackModule,D:\ansible\plugins\callback\junit.py,101,224,4,17
CLASS,TaskData,D:\ansible\plugins\callback\junit.py,327,24,0,2
CLASS,HostData,D:\ansible\plugins\callback\junit.py,353,11,0,1
CLASS,CallbackModule,D:\ansible\plugins\callback\minimal.py,22,57,3,6
CLASS,CallbackModule,D:\ansible\plugins\callback\oneline.py,20,56,3,5
CLASS,CallbackModule,D:\ansible\plugins\callback\tree.py,38,48,4,6
CLASS,_AnsibleCallbackDumper,D:\ansible\plugins\callback\__init__.py,58,10,0,2
CLASS,_SpecialCharacterTranslator,D:\ansible\plugins\callback\__init__.py,79,13,0,1
CLASS,CallbackBase,D:\ansible\plugins\callback\__init__.py,135,474,1,64
CLASS,CliconfBase,D:\ansible\plugins\cliconf\__init__.py,45,431,1,23
CLASS,Connection,D:\ansible\plugins\connection\local.py,40,155,2,6
CLASS,MyAddPolicy,D:\ansible\plugins\connection\paramiko_ssh.py,274,38,0,2
CLASS,Connection,D:\ansible\plugins\connection\paramiko_ssh.py,323,377,1,13
CLASS,Connection,D:\ansible\plugins\connection\psrp.py,341,570,5,10
CLASS,AnsibleControlPersistBrokenPipeError,D:\ansible\plugins\connection\ssh.py,412,3,0,0
CLASS,Connection,D:\ansible\plugins\connection\ssh.py,561,844,2,19
CLASS,Connection,D:\ansible\plugins\connection\winrm.py,241,655,5,17
CLASS,ConnectionBase,D:\ansible\plugins\connection\__init__.py,49,238,8,16
CLASS,NetworkConnectionBase,D:\ansible\plugins\connection\__init__.py,289,129,2,12
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\action_common_attributes.py,7,64,7,0
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\action_core.py,8,72,3,0
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\backup.py,8,12,1,0
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\connection_pipelining.py,6,25,1,0
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\constructed.py,8,75,1,0
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\decrypt.py,8,12,1,0
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\default_callback.py,8,85,1,0
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\files.py,8,84,1,0
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\inventory_cache.py,8,66,1,0
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\result_format_callback.py,8,42,1,0
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\return_common.py,8,34,1,0
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\shell_common.py,6,92,1,0
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\shell_windows.py,6,45,1,0
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\template_common.py,9,112,1,0
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\url.py,8,67,1,0
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\url_windows.py,9,141,1,0
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\validate.py,8,13,1,0
CLASS,ModuleDocFragment,D:\ansible\plugins\doc_fragments\vars_plugin_staging.py,9,15,1,0
CLASS,FilterModule,D:\ansible\plugins\filter\core.py,602,93,0,1
CLASS,FilterModule,D:\ansible\plugins\filter\encryption.py,85,10,0,1
CLASS,FilterModule,D:\ansible\plugins\filter\mathstuff.py,217,34,0,1
CLASS,FilterModule,D:\ansible\plugins\filter\urls.py,13,7,0,1
CLASS,FilterModule,D:\ansible\plugins\filter\urlsplit.py,80,7,0,1
CLASS,AnsibleJinja2Filter,D:\ansible\plugins\filter\__init__.py,10,4,0,1
CLASS,HttpApiBase,D:\ansible\plugins\httpapi\__init__.py,11,76,0,7
CLASS,InventoryModule,D:\ansible\plugins\inventory\advanced_host_list.py,30,33,1,2
CLASS,InventoryModule,D:\ansible\plugins\inventory\auto.py,29,34,1,2
CLASS,InventoryModule,D:\ansible\plugins\inventory\constructed.py,94,85,1,6
CLASS,InventoryModule,D:\ansible\plugins\inventory\generator.py,82,53,1,5
CLASS,InventoryModule,D:\ansible\plugins\inventory\host_list.py,34,32,1,2
CLASS,InventoryModule,D:\ansible\plugins\inventory\ini.py,87,309,3,11
CLASS,InventoryModule,D:\ansible\plugins\inventory\script.py,168,154,1,5
CLASS,AnsibleTomlEncoder,D:\ansible\plugins\inventory\toml.py,134,10,0,1
CLASS,InventoryModule,D:\ansible\plugins\inventory\toml.py,193,105,1,4
CLASS,InventoryModule,D:\ansible\plugins\inventory\yaml.py,80,103,1,5
CLASS,BaseInventoryPlugin,D:\ansible\plugins\inventory\__init__.py,148,132,2,7
CLASS,BaseFileInventoryPlugin,D:\ansible\plugins\inventory\__init__.py,282,8,1,1
CLASS,Cacheable,D:\ansible\plugins\inventory\__init__.py,292,38,1,7
CLASS,Constructable,D:\ansible\plugins\inventory\__init__.py,332,130,0,4
CLASS,MissingSetting,D:\ansible\plugins\lookup\config.py,93,2,0,0
CLASS,LookupModule,D:\ansible\plugins\lookup\config.py,127,44,0,1
CLASS,CSVRecoder,D:\ansible\plugins\lookup\csvfile.py,100,14,1,3
CLASS,CSVReader,D:\ansible\plugins\lookup\csvfile.py,116,22,1,3
CLASS,LookupModule,D:\ansible\plugins\lookup\csvfile.py,140,66,0,2
CLASS,LookupModule,D:\ansible\plugins\lookup\dict.py,61,16,0,1
CLASS,LookupModule,D:\ansible\plugins\lookup\env.py,66,14,0,1
CLASS,LookupModule,D:\ansible\plugins\lookup\file.py,63,28,0,1
CLASS,LookupModule,D:\ansible\plugins\lookup\fileglob.py,58,28,0,1
CLASS,LookupModule,D:\ansible\plugins\lookup\first_found.py,164,82,0,2
CLASS,LookupModule,D:\ansible\plugins\lookup\indexed_items.py,40,12,0,2
CLASS,LookupModule,D:\ansible\plugins\lookup\ini.py,124,87,0,2
CLASS,LookupModule,D:\ansible\plugins\lookup\inventory_hostnames.py,41,12,0,1
CLASS,LookupModule,D:\ansible\plugins\lookup\items.py,68,5,0,1
CLASS,LookupModule,D:\ansible\plugins\lookup\lines.py,50,13,0,1
CLASS,LookupModule,D:\ansible\plugins\lookup\list.py,38,6,0,1
CLASS,LookupModule,D:\ansible\plugins\lookup\nested.py,56,29,0,2
CLASS,LookupModule,D:\ansible\plugins\lookup\password.py,300,119,0,2
CLASS,LookupModule,D:\ansible\plugins\lookup\pipe.py,53,22,0,1
CLASS,LookupModule,D:\ansible\plugins\lookup\random_choice.py,41,12,0,1
CLASS,LookupModule,D:\ansible\plugins\lookup\sequence.py,103,135,0,6
CLASS,LookupModule,D:\ansible\plugins\lookup\subelements.py,95,74,0,1
CLASS,LookupModule,D:\ansible\plugins\lookup\template.py,100,73,0,1
CLASS,LookupModule,D:\ansible\plugins\lookup\together.py,44,24,0,2
CLASS,LookupModule,D:\ansible\plugins\lookup\unvault.py,43,23,0,1
CLASS,LookupModule,D:\ansible\plugins\lookup\url.py,228,48,0,1
CLASS,LookupModule,D:\ansible\plugins\lookup\varnames.py,53,26,0,1
CLASS,LookupModule,D:\ansible\plugins\lookup\vars.py,74,32,0,1
CLASS,LookupBase,D:\ansible\plugins\lookup\__init__.py,31,98,0,8
CLASS,NetconfBase,D:\ansible\plugins\netconf\__init__.py,56,317,1,22
CLASS,ShellModule,D:\ansible\plugins\shell\cmd.py,23,34,5,1
CLASS,ShellModule,D:\ansible\plugins\shell\powershell.py,59,228,5,17
CLASS,ShellModule,D:\ansible\plugins\shell\sh.py,21,58,12,1
CLASS,ShellBase,D:\ansible\plugins\shell\__init__.py,36,204,0,21
CLASS,StrategyModule,D:\ansible\plugins\strategy\debug.py,29,4,0,1
CLASS,StrategyModule,D:\ansible\plugins\strategy\free.py,47,268,1,2
CLASS,StrategyModule,D:\ansible\plugins\strategy\host_pinned.py,39,5,0,1
CLASS,StrategyModule,D:\ansible\plugins\strategy\linear.py,47,365,0,3
CLASS,StrategySentinel,D:\ansible\plugins\strategy\__init__.py,71,2,0,0
CLASS,StrategyBase,D:\ansible\plugins\strategy\__init__.py,223,915,1,23
CLASS,NextAction,D:\ansible\plugins\strategy\__init__.py,1140,8,3,1
CLASS,Debugger,D:\ansible\plugins\strategy\__init__.py,1150,101,7,11
CLASS,TerminalBase,D:\ansible\plugins\terminal\__init__.py,28,105,6,9
CLASS,TestModule,D:\ansible\plugins\test\core.py,240,46,0,1
CLASS,TestModule,D:\ansible\plugins\test\files.py,23,23,0,1
CLASS,TestModule,D:\ansible\plugins\test\mathstuff.py,46,16,0,1
CLASS,TestModule,D:\ansible\plugins\test\uri.py,35,10,0,1
CLASS,AnsibleJinja2Test,D:\ansible\plugins\test\__init__.py,9,4,0,1
CLASS,VarsModule,D:\ansible\plugins\vars\host_group_vars.py,69,84,2,2
CLASS,BaseVarsPlugin,D:\ansible\plugins\vars\__init__.py,27,15,1,2
CLASS,Json2Python,D:\ansible\template\native_helpers.py,24,5,0,1
CLASS,AnsibleJ2Template,D:\ansible\template\template.py,25,19,0,1
CLASS,AnsibleJ2Vars,D:\ansible\template\vars.py,26,52,0,3
CLASS,AnsibleUndefined,D:\ansible\template\__init__.py,315,27,0,4
CLASS,AnsibleContext,D:\ansible\template\__init__.py,344,71,0,5
CLASS,JinjaPluginIntercept,D:\ansible\template\__init__.py,417,76,0,6
CLASS,AnsibleEnvironment,D:\ansible\template\__init__.py,533,19,3,1
CLASS,AnsibleNativeEnvironment,D:\ansible\template\__init__.py,554,6,1,1
CLASS,Templar,D:\ansible\template\__init__.py,562,465,2,17
CLASS,_ABCSingleton,D:\ansible\utils\context_objects.py,50,8,0,0
CLASS,CLIArgs,D:\ansible\utils\context_objects.py,60,20,0,2
CLASS,GlobalCLIArgs,D:\ansible\utils\context_objects.py,83,7,0,0
CLASS,FilterBlackList,D:\ansible\utils\display.py,127,6,0,2
CLASS,FilterUserInjector,D:\ansible\utils\display.py,135,15,0,1
CLASS,Display,D:\ansible\utils\display.py,261,601,0,35
CLASS,BaseHash,D:\ansible\utils\encrypt.py,65,11,2,1
CLASS,PasslibHash,D:\ansible\utils\encrypt.py,78,90,0,6
CLASS,JsonRpcServer,D:\ansible\utils\jsonrpc.py,18,95,1,10
CLASS,NativeJinjaText,D:\ansible\utils\native_jinja.py,10,2,0,0
CLASS,Sentinel,D:\ansible\utils\sentinel.py,7,60,0,1
CLASS,Singleton,D:\ansible\utils\singleton.py,9,19,0,2
CLASS,AnsibleUnsafe,D:\ansible\utils\unsafe_proxy.py,66,2,1,0
CLASS,AnsibleUnsafeBytes,D:\ansible\utils\unsafe_proxy.py,70,4,0,1
CLASS,AnsibleUnsafeText,D:\ansible\utils\unsafe_proxy.py,76,4,0,1
CLASS,NativeJinjaUnsafeText,D:\ansible\utils\unsafe_proxy.py,82,2,0,0
CLASS,_Alpha,D:\ansible\utils\version.py,38,41,0,8
CLASS,_Numeric,D:\ansible\utils\version.py,81,41,0,8
CLASS,SemanticVersion,D:\ansible\utils\version.py,124,145,1,14
CLASS,TestResult,D:\ansible\utils\_junit_xml.py,19,29,0,4
CLASS,TestFailure,D:\ansible\utils\_junit_xml.py,51,7,0,1
CLASS,TestError,D:\ansible\utils\_junit_xml.py,61,7,0,1
CLASS,TestCase,D:\ansible\utils\_junit_xml.py,71,59,0,5
CLASS,TestSuite,D:\ansible\utils\_junit_xml.py,133,80,0,9
CLASS,TestSuites,D:\ansible\utils\_junit_xml.py,216,53,0,8
CLASS,_EventSource,D:\ansible\utils\collection_loader\_collection_config.py,13,29,0,5
CLASS,_AnsibleCollectionConfig,D:\ansible\utils\collection_loader\_collection_config.py,44,53,0,11
CLASS,AnsibleCollectionConfig,D:\ansible\utils\collection_loader\_collection_config.py,101,2,0,0
CLASS,_AnsibleNSTraversable,D:\ansible\utils\collection_loader\_collection_finder.py,105,53,1,7
CLASS,_AnsibleTraversableResources,D:\ansible\utils\collection_loader\_collection_finder.py,160,77,0,7
CLASS,_AnsibleCollectionFinder,D:\ansible\utils\collection_loader\_collection_finder.py,239,166,0,10
CLASS,_AnsiblePathHookFinder,D:\ansible\utils\collection_loader\_collection_finder.py,410,86,1,7
CLASS,_AnsibleCollectionPkgLoaderBase,D:\ansible\utils\collection_loader\_collection_finder.py,498,214,1,19
CLASS,_AnsibleCollectionRootPkgLoader,D:\ansible\utils\collection_loader\_collection_finder.py,714,5,0,1
CLASS,_AnsibleCollectionNSPkgLoader,D:\ansible\utils\collection_loader\_collection_finder.py,727,10,0,2
CLASS,_AnsibleCollectionPkgLoader,D:\ansible\utils\collection_loader\_collection_finder.py,740,77,0,7
CLASS,_AnsibleCollectionLoader,D:\ansible\utils\collection_loader\_collection_finder.py,820,66,2,3
CLASS,_AnsibleInternalRedirectLoader,D:\ansible\utils\collection_loader\_collection_finder.py,890,47,0,5
CLASS,AnsibleCollectionRef,D:\ansible\utils\collection_loader\_collection_finder.py,939,184,3,8
CLASS,FactCache,D:\ansible\vars\fact_cache.py,19,53,0,11
CLASS,HostVars,D:\ansible\vars\hostvars.py,30,80,0,15
CLASS,HostVarsVars,D:\ansible\vars\hostvars.py,112,23,0,6
CLASS,VariableManager,D:\ansible\vars\manager.py,69,675,1,13
CLASS,VarsWithSources,D:\ansible\vars\manager.py,746,66,0,13
