class_name,degree,neighbors_count,in_degree,out_degree,self_loops,nodes_inherit,nodes_inherited,nodes_aggregate,nodes_aggregated,nodes_combinate,nodes_combinated,RCLOC,CLOC,NOA,NOM,fileName,lineno
ansible.plugins.lookup.vars.LookupModule,0,0,0,0,0,0,0,0,0,0,0,32.0,2.0,0.0,1.0,D:\ansible\plugins\lookup\vars.py,74.0
ansible.playbook.loop_control.LoopControl,2,1,1,1,0,1,0,0,0,0,1,16.0,9.0,6.0,2.0,D:\ansible\playbook\loop_control.py,24.0
ansible.module_utils.compat.version.LooseVersion,2,2,0,2,0,1,0,0,0,1,0,70.0,7.0,1.0,5.0,D:\ansible\module_utils\compat\version.py,271.0
ansible.module_utils.urls.MissingModuleError,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,0.0,1.0,D:\ansible\module_utils\urls.py,213.0
ansible.plugins.lookup.config.MissingSetting,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,D:\ansible\plugins\lookup\config.py,93.0
ansible.parsing.mod_args.ModuleArgsParser,0,0,0,0,0,0,0,0,0,0,0,296.0,6.0,0.0,6.0,D:\ansible\parsing\mod_args.py,56.0
ansible.module_utils.common.arg_spec.ModuleArgumentSpecValidator,2,2,0,2,0,1,0,0,0,1,0,22.0,3.0,0.0,2.0,D:\ansible\module_utils\common\arg_spec.py,289.0
ansible.executor.module_common.ModuleDepFinder,0,0,0,0,0,0,0,0,0,0,0,137.0,6.0,1.0,4.0,D:\ansible\executor\module_common.py,437.0
ansible.plugins.doc_fragments.action_common_attributes.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,64.0,8.0,7.0,0.0,D:\ansible\plugins\doc_fragments\action_common_attributes.py,7.0
ansible.plugins.doc_fragments.action_core.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,72.0,4.0,3.0,0.0,D:\ansible\plugins\doc_fragments\action_core.py,8.0
ansible.plugins.doc_fragments.backup.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,12.0,2.0,1.0,0.0,D:\ansible\plugins\doc_fragments\backup.py,8.0
ansible.plugins.doc_fragments.connection_pipelining.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,25.0,2.0,1.0,0.0,D:\ansible\plugins\doc_fragments\connection_pipelining.py,6.0
ansible.plugins.doc_fragments.constructed.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,75.0,2.0,1.0,0.0,D:\ansible\plugins\doc_fragments\constructed.py,8.0
ansible.plugins.doc_fragments.decrypt.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,12.0,2.0,1.0,0.0,D:\ansible\plugins\doc_fragments\decrypt.py,8.0
ansible.plugins.doc_fragments.default_callback.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,85.0,2.0,1.0,0.0,D:\ansible\plugins\doc_fragments\default_callback.py,8.0
ansible.plugins.doc_fragments.files.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,84.0,2.0,1.0,0.0,D:\ansible\plugins\doc_fragments\files.py,8.0
ansible.plugins.doc_fragments.inventory_cache.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,66.0,2.0,1.0,0.0,D:\ansible\plugins\doc_fragments\inventory_cache.py,8.0
ansible.plugins.doc_fragments.result_format_callback.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,42.0,2.0,1.0,0.0,D:\ansible\plugins\doc_fragments\result_format_callback.py,8.0
ansible.plugins.doc_fragments.return_common.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,34.0,2.0,1.0,0.0,D:\ansible\plugins\doc_fragments\return_common.py,8.0
ansible.plugins.doc_fragments.shell_common.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,92.0,2.0,1.0,0.0,D:\ansible\plugins\doc_fragments\shell_common.py,6.0
ansible.plugins.doc_fragments.shell_windows.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,45.0,2.0,1.0,0.0,D:\ansible\plugins\doc_fragments\shell_windows.py,6.0
ansible.plugins.doc_fragments.template_common.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,112.0,2.0,1.0,0.0,D:\ansible\plugins\doc_fragments\template_common.py,9.0
ansible.plugins.doc_fragments.url.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,67.0,2.0,1.0,0.0,D:\ansible\plugins\doc_fragments\url.py,8.0
ansible.plugins.doc_fragments.url_windows.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,141.0,1.0,1.0,0.0,D:\ansible\plugins\doc_fragments\url_windows.py,9.0
ansible.plugins.doc_fragments.validate.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,13.0,2.0,1.0,0.0,D:\ansible\plugins\doc_fragments\validate.py,8.0
ansible.plugins.doc_fragments.vars_plugin_staging.ModuleDocFragment,0,0,0,0,0,0,0,0,0,0,0,15.0,2.0,1.0,0.0,D:\ansible\plugins\doc_fragments\vars_plugin_staging.py,9.0
ansible.executor.module_common.ModuleUtilLocatorBase,2,0,2,0,0,0,2,0,0,0,0,129.0,8.0,0.0,8.0,D:\ansible\executor\module_common.py,641.0
ansible.galaxy.collection.galaxy_api_proxy.MultiGalaxyAPIProxy,0,0,0,0,0,0,0,0,0,0,0,189.0,8.0,0.0,8.0,D:\ansible\galaxy\collection\galaxy_api_proxy.py,27.0
ansible.module_utils.errors.MutuallyExclusiveError,1,1,0,1,0,1,0,0,0,0,0,2.0,1.0,0.0,0.0,D:\ansible\module_utils\errors.py,85.0
ansible.plugins.connection.paramiko_ssh.MyAddPolicy,1,0,1,0,0,0,0,0,1,0,0,38.0,3.0,0.0,2.0,D:\ansible\plugins\connection\paramiko_ssh.py,274.0
ansible.utils.native_jinja.NativeJinjaText,1,0,1,0,0,0,1,0,0,0,0,2.0,2.0,0.0,0.0,D:\ansible\utils\native_jinja.py,10.0
ansible.utils.unsafe_proxy.NativeJinjaUnsafeText,2,2,0,2,0,2,0,0,0,0,0,2.0,2.0,0.0,0.0,D:\ansible\utils\unsafe_proxy.py,82.0
ansible.modules.hostname.NeonHostname,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\modules\hostname.py,840.0
ansible.module_utils.facts.hardware.netbsd.NetBSDHardware,2,2,0,2,0,1,0,0,0,1,0,148.0,9.0,2.0,6.0,D:\ansible\module_utils\facts\hardware\netbsd.py,31.0
ansible.module_utils.facts.hardware.netbsd.NetBSDHardwareCollector,2,1,1,1,0,1,0,0,0,0,1,3.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\hardware\netbsd.py,181.0
ansible.modules.hostname.NetBSDHostname,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\modules\hostname.py,834.0
ansible.module_utils.facts.network.netbsd.NetBSDNetwork,2,2,0,2,0,1,0,0,0,1,0,21.0,3.0,1.0,1.0,D:\ansible\module_utils\facts\network\netbsd.py,22.0
ansible.module_utils.facts.network.netbsd.NetBSDNetworkCollector,2,1,1,1,0,1,0,0,0,0,1,3.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\network\netbsd.py,45.0
ansible.modules.user.NetBSDUser,1,1,0,1,0,1,0,0,0,0,0,162.0,7.0,3.0,3.0,D:\ansible\modules\user.py,1802.0
ansible.module_utils.facts.virtual.netbsd.NetBSDVirtual,3,3,0,3,0,2,0,0,0,1,0,44.0,3.0,1.0,1.0,D:\ansible\module_utils\facts\virtual\netbsd.py,24.0
ansible.module_utils.facts.virtual.netbsd.NetBSDVirtualCollector,2,1,1,1,0,1,0,0,0,0,1,3.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\virtual\netbsd.py,70.0
ansible.modules.group.NetBsdGroup,1,1,0,1,0,1,0,0,0,0,0,42.0,7.0,3.0,3.0,D:\ansible\modules\group.py,516.0
ansible.modules.service.NetBsdService,1,1,0,1,0,1,0,0,0,0,0,54.0,7.0,2.0,4.0,D:\ansible\modules\service.py,1207.0
ansible.module_utils.facts.network.base.Network,5,1,4,1,0,0,4,0,0,1,0,19.0,3.0,1.0,2.0,D:\ansible\module_utils\facts\network\base.py,23.0
ansible.module_utils.facts.network.base.NetworkCollector,14,1,13,1,0,1,12,0,0,0,1,28.0,15.0,4.0,1.0,D:\ansible\module_utils\facts\network\base.py,44.0
ansible.module_utils.errors.NoLogError,1,1,0,1,0,1,0,0,0,0,0,2.0,1.0,0.0,0.0,D:\ansible\module_utils\errors.py,89.0
ansible.module_utils.urls.NoSSLError,1,1,0,1,0,1,0,0,0,0,0,6.0,2.0,0.0,0.0,D:\ansible\module_utils\urls.py,205.0
ansible.galaxy.token.NoTokenSentinel,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,0.0,1.0,D:\ansible\galaxy\token.py,38.0
ansible.playbook.attribute.NonInheritableFieldAttribute,11,11,0,11,0,1,0,0,0,10,0,2.0,1.0,0.0,0.0,D:\ansible\playbook\attribute.py,142.0
ansible.playbook.notifiable.Notifiable,3,0,3,0,0,0,2,0,0,0,1,2.0,1.0,1.0,0.0,D:\ansible\playbook\notifiable.py,9.0
ansible.module_utils.facts.network.nvme.NvmeInitiatorNetworkCollector,1,1,0,1,0,1,0,0,0,0,0,28.0,4.0,2.0,1.0,D:\ansible\module_utils\facts\network\nvme.py,28.0
ansible.module_utils.facts.other.ohai.OhaiFactCollector,1,1,0,1,0,1,0,0,0,0,0,47.0,8.0,2.0,5.0,D:\ansible\module_utils\facts\other\ohai.py,27.0
ansible.module_utils.facts.hardware.openbsd.OpenBSDHardware,2,2,0,2,0,1,0,0,0,1,0,149.0,9.0,1.0,7.0,D:\ansible\module_utils\facts\hardware\openbsd.py,30.0
ansible.module_utils.facts.hardware.openbsd.OpenBSDHardwareCollector,2,1,1,1,0,1,0,0,0,0,1,3.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\hardware\openbsd.py,181.0
ansible.modules.hostname.OpenBSDHostname,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\modules\hostname.py,816.0
ansible.module_utils.facts.network.openbsd.OpenBSDNetwork,2,2,0,2,0,1,0,0,0,1,0,15.0,4.0,1.0,2.0,D:\ansible\module_utils\facts\network\openbsd.py,22.0
ansible.module_utils.facts.network.openbsd.OpenBSDNetworkCollector,2,1,1,1,0,1,0,0,0,0,1,3.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\network\openbsd.py,39.0
ansible.module_utils.facts.system.pkg_mgr.OpenBSDPkgMgrFactCollector,1,1,0,1,0,1,0,0,0,0,0,7.0,5.0,3.0,1.0,D:\ansible\module_utils\facts\system\pkg_mgr.py,51.0
ansible.modules.service_facts.OpenBSDScanService,1,1,0,1,0,1,0,0,0,0,0,64.0,4.0,0.0,3.0,D:\ansible\modules\service_facts.py,341.0
ansible.modules.hostname.OpenBSDStrategy,2,2,0,2,0,1,0,0,0,1,0,26.0,6.0,2.0,3.0,D:\ansible\modules\hostname.py,385.0
ansible.modules.user.OpenBSDUser,1,1,0,1,0,1,0,0,0,0,0,172.0,7.0,3.0,3.0,D:\ansible\modules\user.py,1628.0
ansible.module_utils.facts.virtual.openbsd.OpenBSDVirtual,3,3,0,3,0,2,0,0,0,1,0,43.0,4.0,2.0,1.0,D:\ansible\module_utils\facts\virtual\openbsd.py,26.0
ansible.module_utils.facts.virtual.openbsd.OpenBSDVirtualCollector,2,1,1,1,0,1,0,0,0,0,1,3.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\virtual\openbsd.py,71.0
ansible.modules.group.OpenBsdGroup,1,1,0,1,0,1,0,0,0,0,0,42.0,7.0,3.0,3.0,D:\ansible\modules\group.py,470.0
ansible.modules.service.OpenBsdService,1,1,0,1,0,1,0,0,0,0,0,71.0,7.0,2.0,4.0,D:\ansible\modules\service.py,1134.0
ansible.modules.hostname.OpenRCStrategy,2,2,0,2,0,1,0,0,0,1,0,37.0,4.0,1.0,2.0,D:\ansible\modules\hostname.py,346.0
ansible.modules.hostname.OracleLinuxHostname,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\modules\hostname.py,708.0
ansible.modules.package_facts.PACMAN,1,1,0,1,0,1,0,0,0,0,0,37.0,4.0,1.0,2.0,D:\ansible\modules\package_facts.py,359.0
ansible.modules.package_facts.PKG,1,1,0,1,0,1,0,0,0,0,0,42.0,5.0,2.0,2.0,D:\ansible\modules\package_facts.py,398.0
ansible.modules.package_facts.PKG_INFO,1,1,0,1,0,1,0,0,0,0,0,21.0,4.0,1.0,2.0,D:\ansible\modules\package_facts.py,480.0
ansible.modules.package_facts.PORTAGE,1,1,0,1,0,1,0,0,0,0,0,13.0,5.0,2.0,2.0,D:\ansible\modules\package_facts.py,442.0
ansible.executor.powershell.module_manifest.PSModuleDepFinder,0,0,0,0,0,0,0,0,0,0,0,227.0,6.0,0.0,5.0,D:\ansible\executor\powershell\module_manifest.py,24.0
ansible.modules.pip.Package,0,0,0,0,0,0,0,0,0,0,0,61.0,6.0,1.0,5.0,D:\ansible\modules\pip.py,617.0
ansible.modules.file.ParameterError,1,1,0,1,0,1,0,0,0,0,0,2.0,2.0,0.0,0.0,D:\ansible\modules\file.py,256.0
ansible.modules.hostname.ParrotHostname,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\modules\hostname.py,750.0
ansible.module_utils.urls.ParseResultDottedDict,2,1,1,1,1,0,0,1,1,0,0,13.0,3.0,0.0,2.0,D:\ansible\module_utils\urls.py,303.0
ansible.utils.encrypt.PasslibHash,1,1,0,1,0,1,0,0,0,0,0,90.0,7.0,0.0,6.0,D:\ansible\utils\encrypt.py,78.0
ansible.module_utils.facts.packages.PkgMgr,2,0,2,0,0,0,2,0,0,0,0,32.0,5.0,0.0,4.0,D:\ansible\module_utils\facts\packages.py,18.0
ansible.module_utils.facts.system.pkg_mgr.PkgMgrFactCollector,1,1,0,1,0,1,0,0,0,0,0,76.0,10.0,4.0,5.0,D:\ansible\module_utils\facts\system\pkg_mgr.py,61.0
ansible.module_utils.facts.system.platform.PlatformFactCollector,1,1,0,1,0,1,0,0,0,0,0,66.0,10.0,2.0,1.0,D:\ansible\module_utils\facts\system\platform.py,33.0
ansible.playbook.play.Play,4,3,1,3,0,3,0,0,0,0,1,355.0,41.0,17.0,23.0,D:\ansible\playbook\play.py,43.0
ansible.playbook.play_context.PlayContext,2,1,1,1,0,1,0,0,0,0,1,265.0,32.0,24.0,7.0,D:\ansible\playbook\play_context.py,66.0
ansible.executor.play_iterator.PlayIterator,0,0,0,0,0,0,0,0,0,0,0,493.0,22.0,0.0,22.0,D:\ansible\executor\play_iterator.py,145.0
ansible.cli.playbook.PlaybookCLI,0,0,0,0,0,0,0,0,0,0,0,205.0,6.0,1.0,4.0,D:\ansible\cli\playbook.py,31.0
ansible.executor.playbook_executor.PlaybookExecutor,1,0,1,0,0,0,0,0,0,0,1,293.0,4.0,0.0,4.0,D:\ansible\executor\playbook_executor.py,41.0
ansible.playbook.playbook_include.PlaybookInclude,4,3,1,3,0,3,0,0,0,0,1,130.0,7.0,2.0,4.0,D:\ansible\playbook\playbook_include.py,40.0
ansible.plugins.loader.PluginLoadContext,0,0,0,0,0,0,0,0,0,0,0,80.0,7.0,0.0,6.0,D:\ansible\plugins\loader.py,118.0
ansible.plugins.loader.PluginLoader,1,0,1,0,0,0,1,0,0,0,0,906.0,28.0,1.0,27.0,D:\ansible\plugins\loader.py,200.0
ansible.plugins.loader.PluginPathContext,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,0.0,1.0,D:\ansible\plugins\loader.py,112.0
ansible.modules.apt.PolicyRcD,0,0,0,0,0,0,0,0,0,0,0,75.0,4.0,0.0,3.0,D:\ansible\modules\apt.py,408.0
ansible.modules.hostname.PopHostname,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\modules\hostname.py,858.0
ansible.module_utils.facts.namespace.PrefixFactNamespace,1,1,0,1,0,1,0,0,0,0,0,8.0,3.0,0.0,2.0,D:\ansible\module_utils\facts\namespace.py,43.0
ansible.cli.arguments.option_helpers.PrependListAction,0,0,0,0,0,0,0,0,0,0,0,29.0,3.0,0.0,2.0,D:\ansible\cli\arguments\option_helpers.py,59.0
ansible.executor.task_queue_manager.PromptSend,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,0.0,0.0,D:\ansible\executor\task_queue_manager.py,69.0
ansible.module_utils.urls.ProxyError,1,1,0,1,0,1,0,0,0,0,0,3.0,2.0,0.0,0.0,D:\ansible\module_utils\urls.py,192.0
ansible.cli.pull.PullCLI,0,0,0,0,0,0,0,0,0,0,0,329.0,16.0,7.0,6.0,D:\ansible\cli\pull.py,35.0
ansible.module_utils.facts.system.python.PythonFactCollector,1,1,0,1,0,1,0,0,0,0,0,28.0,4.0,2.0,1.0,D:\ansible\module_utils\facts\system\python.py,34.0
ansible.modules.hostname.RHELHostname,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\modules\hostname.py,666.0
ansible.modules.package_facts.RPM,1,1,0,1,0,1,0,0,0,0,0,37.0,5.0,1.0,3.0,D:\ansible\modules\package_facts.py,270.0
ansible.modules.hostname.RaspbianHostname,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\modules\hostname.py,780.0
ansible.modules.hostname.RedHatStrategy,13,13,0,13,0,1,0,0,0,12,0,42.0,4.0,1.0,2.0,D:\ansible\modules\hostname.py,233.0
ansible.module_utils.urls.Request,0,0,0,0,0,0,0,0,0,0,0,276.0,10.0,0.0,10.0,D:\ansible\module_utils\urls.py,704.0
ansible.module_utils.errors.RequiredByError,1,1,0,1,0,1,0,0,0,0,0,2.0,1.0,0.0,0.0,D:\ansible\module_utils\errors.py,93.0
ansible.module_utils.errors.RequiredDefaultError,1,1,0,1,0,1,0,0,0,0,0,2.0,1.0,0.0,0.0,D:\ansible\module_utils\errors.py,97.0
ansible.module_utils.errors.RequiredError,1,1,0,1,0,1,0,0,0,0,0,2.0,1.0,0.0,0.0,D:\ansible\module_utils\errors.py,101.0
ansible.module_utils.errors.RequiredIfError,1,1,0,1,0,1,0,0,0,0,0,2.0,1.0,0.0,0.0,D:\ansible\module_utils\errors.py,105.0
ansible.module_utils.errors.RequiredOneOfError,1,1,0,1,0,1,0,0,0,0,0,2.0,1.0,0.0,0.0,D:\ansible\module_utils\errors.py,109.0
ansible.module_utils.errors.RequiredTogetherError,1,1,0,1,0,1,0,0,0,0,0,2.0,1.0,0.0,0.0,D:\ansible\module_utils\errors.py,113.0
ansible.galaxy.dependency_resolution.dataclasses.Requirement,1,1,0,1,0,1,0,0,0,0,0,12.0,4.0,0.0,2.0,D:\ansible\galaxy\dependency_resolution\dataclasses.py,598.0
ansible.playbook.role.definition.RoleDefinition,7,4,3,4,0,4,2,0,0,0,1,197.0,11.0,1.0,9.0,D:\ansible\playbook\role\definition.py,42.0
ansible.cli.galaxy.RoleDistributionServer,1,1,0,1,0,0,0,0,0,1,0,21.0,4.0,0.0,1.0,D:\ansible\cli\galaxy.py,178.0
ansible.playbook.role.include.RoleInclude,2,2,0,2,0,2,0,0,0,0,0,22.0,3.0,0.0,2.0,D:\ansible\playbook\role\include.py,31.0
ansible.playbook.role.metadata.RoleMetadata,4,3,1,3,0,2,0,0,0,1,1,86.0,10.0,4.0,5.0,D:\ansible\playbook\role\metadata.py,34.0
ansible.cli.doc.RoleMixin,1,0,1,0,0,0,1,0,0,0,0,303.0,12.0,2.0,9.0,D:\ansible\cli\doc.py,86.0
ansible.playbook.role.requirement.RoleRequirement,1,1,0,1,0,1,0,0,0,0,0,88.0,5.0,0.0,4.0,D:\ansible\playbook\role\requirement.py,39.0
ansible.modules.rpm_key.RpmKey,0,0,0,0,0,0,0,0,0,0,0,139.0,11.0,0.0,10.0,D:\ansible\modules\rpm_key.py,96.0
ansible.modules.hostname.SLESHostname,2,1,1,1,0,1,0,0,0,0,1,12.0,10.0,2.0,0.0,D:\ansible\modules\hostname.py,652.0
ansible.modules.hostname.SLESStrategy,2,2,0,2,0,1,0,0,0,1,0,6.0,2.0,1.0,0.0,D:\ansible\modules\hostname.py,225.0
ansible.module_utils.urls.SSLValidationError,2,1,1,1,0,1,1,0,0,0,0,6.0,2.0,0.0,0.0,D:\ansible\module_utils\urls.py,197.0
ansible.modules.hostname.ScientificHostname,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\modules\hostname.py,702.0
ansible.module_utils.facts.system.selinux.SelinuxFactCollector,1,1,0,1,0,1,0,0,0,0,0,56.0,4.0,2.0,1.0,D:\ansible\module_utils\facts\system\selinux.py,37.0
ansible.utils.version.SemanticVersion,1,1,0,1,0,1,0,0,0,0,0,145.0,16.0,1.0,14.0,D:\ansible\utils\version.py,124.0
ansible.modules.file.Sentinel,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,0.0,1.0,D:\ansible\modules\file.py,260.0
ansible.utils.sentinel.Sentinel,0,0,0,0,0,0,0,0,0,0,0,60.0,1.0,0.0,1.0,D:\ansible\utils\sentinel.py,7.0
ansible.modules.service.Service,6,0,6,0,0,0,6,0,0,0,0,270.0,14.0,2.0,11.0,D:\ansible\modules\service.py,186.0
ansible.module_utils.facts.system.service_mgr.ServiceMgrFactCollector,1,1,0,1,0,1,0,0,0,0,0,115.0,7.0,3.0,3.0,D:\ansible\module_utils\facts\system\service_mgr.py,39.0
ansible.modules.service_facts.ServiceScanService,1,1,0,1,0,1,0,0,0,0,0,135.0,6.0,0.0,5.0,D:\ansible\modules\service_facts.py,106.0
ansible.plugins.shell.cmd.ShellModule,1,1,0,1,0,1,0,0,0,0,0,34.0,7.0,5.0,1.0,D:\ansible\plugins\shell\cmd.py,23.0
ansible.plugins.shell.powershell.ShellModule,2,1,1,1,0,0,1,0,0,1,0,228.0,23.0,5.0,17.0,D:\ansible\plugins\shell\powershell.py,59.0
ansible.plugins.shell.sh.ShellModule,0,0,0,0,0,0,0,0,0,0,0,58.0,14.0,12.0,1.0,D:\ansible\plugins\shell\sh.py,21.0
ansible.utils.singleton.Singleton,1,0,1,0,0,0,1,0,0,0,0,19.0,3.0,0.0,2.0,D:\ansible\utils\singleton.py,9.0
ansible.modules.hostname.SolarisHostname,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\modules\hostname.py,822.0
ansible.modules.hostname.SolarisStrategy,2,2,0,2,0,1,0,0,0,1,0,33.0,6.0,1.0,4.0,D:\ansible\modules\hostname.py,413.0
ansible.cli.arguments.option_helpers.SortingHelpFormatter,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,0.0,1.0,D:\ansible\cli\arguments\option_helpers.py,27.0
ansible.modules.apt_repository.SourcesList,1,0,1,0,0,0,1,0,0,0,0,233.0,17.0,0.0,16.0,D:\ansible\modules\apt_repository.py,228.0
ansible.module_utils.facts.system.ssh_pub_keys.SshPubKeyFactCollector,1,1,0,1,0,1,0,0,0,0,0,31.0,8.0,2.0,1.0,D:\ansible\module_utils\facts\system\ssh_pub_keys.py,25.0
ansible.plugins.strategy.debug.StrategyModule,1,1,0,1,0,1,0,0,0,0,0,4.0,2.0,0.0,1.0,D:\ansible\plugins\strategy\debug.py,29.0
ansible.plugins.strategy.free.StrategyModule,1,0,1,0,0,0,1,0,0,0,0,268.0,4.0,1.0,2.0,D:\ansible\plugins\strategy\free.py,47.0
ansible.plugins.strategy.host_pinned.StrategyModule,1,1,0,1,0,1,0,0,0,0,0,5.0,2.0,0.0,1.0,D:\ansible\plugins\strategy\host_pinned.py,39.0
ansible.plugins.strategy.linear.StrategyModule,1,0,1,0,0,0,1,0,0,0,0,365.0,4.0,0.0,3.0,D:\ansible\plugins\strategy\linear.py,47.0
ansible.module_utils.compat.version.StrictVersion,1,1,0,1,0,1,0,0,0,0,0,103.0,6.0,1.0,3.0,D:\ansible\module_utils\compat\version.py,100.0
ansible.modules.user.StructSpwdType,0,0,0,0,0,0,0,0,0,0,0,12.0,11.0,1.0,0.0,D:\ansible\modules\user.py,485.0
ansible.module_utils.errors.SubParameterTypeError,1,1,0,1,0,1,0,0,0,0,0,2.0,1.0,0.0,0.0,D:\ansible\module_utils\errors.py,117.0
ansible.modules.subversion.Subversion,0,0,0,0,0,0,0,0,0,0,0,149.0,15.0,1.0,13.0,D:\ansible\modules\subversion.py,141.0
ansible.modules.group.SunOS,1,1,0,1,0,1,0,0,0,0,0,23.0,5.0,3.0,1.0,D:\ansible\modules\group.py,274.0
ansible.modules.user.SunOS,1,1,0,1,0,1,0,0,0,0,0,285.0,11.0,4.0,6.0,D:\ansible\modules\user.py,1966.0
ansible.module_utils.facts.hardware.sunos.SunOSHardware,2,2,0,2,0,1,0,0,0,1,0,248.0,9.0,1.0,7.0,D:\ansible\module_utils\facts\hardware\sunos.py,29.0
ansible.module_utils.facts.hardware.sunos.SunOSHardwareCollector,2,1,1,1,0,1,0,0,0,0,1,5.0,4.0,3.0,0.0,D:\ansible\module_utils\facts\hardware\sunos.py,279.0
ansible.module_utils.facts.network.sunos.SunOSNetwork,2,2,0,2,0,1,0,0,0,1,0,87.0,5.0,1.0,3.0,D:\ansible\module_utils\facts\network\sunos.py,24.0
ansible.module_utils.facts.network.sunos.SunOSNetworkCollector,2,1,1,1,0,1,0,0,0,0,1,3.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\network\sunos.py,113.0
ansible.modules.service.SunOSService,1,1,0,1,0,1,0,0,0,0,0,132.0,9.0,2.0,6.0,D:\ansible\modules\service.py,1263.0
ansible.module_utils.facts.virtual.sunos.SunOSVirtual,2,2,0,2,0,1,0,0,0,1,0,111.0,3.0,1.0,1.0,D:\ansible\module_utils\facts\virtual\sunos.py,23.0
ansible.module_utils.facts.virtual.sunos.SunOSVirtualCollector,2,1,1,1,0,1,0,0,0,0,1,3.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\virtual\sunos.py,136.0
ansible.module_utils.facts.system.caps.SystemCapabilitiesFactCollector,1,1,0,1,0,1,0,0,0,0,0,36.0,5.0,2.0,1.0,D:\ansible\module_utils\facts\system\caps.py,25.0
ansible.modules.service_facts.SystemctlScanService,1,1,0,1,0,1,0,0,0,0,0,67.0,6.0,1.0,4.0,D:\ansible\modules\service_facts.py,243.0
ansible.module_utils.facts.system.systemd.SystemdFactCollector,1,1,0,1,0,1,0,0,0,0,0,22.0,4.0,2.0,1.0,D:\ansible\module_utils\facts\system\systemd.py,26.0
ansible.modules.hostname.SystemdStrategy,2,2,0,2,0,1,0,0,0,1,0,48.0,8.0,1.0,6.0,D:\ansible\modules\hostname.py,296.0
ansible.modules.wait_for.TCPConnectionInfo,1,0,1,0,0,0,1,0,0,0,0,78.0,13.0,4.0,4.0,D:\ansible\modules\wait_for.py,254.0
ansible.playbook.taggable.Taggable,7,0,7,0,0,0,6,0,0,0,1,54.0,4.0,2.0,2.0,D:\ansible\playbook\taggable.py,37.0
ansible.modules.unarchive.TarArchive,1,1,0,1,0,1,0,0,0,0,0,5.0,2.0,0.0,1.0,D:\ansible\modules\unarchive.py,937.0
ansible.modules.unarchive.TarBzipArchive,1,1,0,1,0,1,0,0,0,0,0,4.0,2.0,0.0,1.0,D:\ansible\modules\unarchive.py,945.0
ansible.modules.unarchive.TarXzArchive,1,1,0,1,0,1,0,0,0,0,0,4.0,2.0,0.0,1.0,D:\ansible\modules\unarchive.py,952.0
ansible.modules.unarchive.TarZstdArchive,1,1,0,1,0,1,0,0,0,0,0,10.0,2.0,0.0,1.0,D:\ansible\modules\unarchive.py,959.0
