full_name,label,degree,neighbors_count,in_degree,out_degree,self_loops,max_call_circles
mailpile.contrib.gui.gui-o-matic.Indicator.hide_splash_screen,97,1,0,1,0,0,0
mailpile.contrib.gui.gui-o-matic.Indicator.notify_user,100,1,0,1,0,0,0
mailpile.contrib.gui.gui-o-matic.Indicator.set_status_attention,78,1,1,0,1,0,0
mailpile.contrib.gui.gui-o-matic.Indicator.set_status_normal,72,1,1,0,1,0,0
mailpile.contrib.gui.gui-o-matic.Indicator.set_status_shutdown,81,1,1,0,1,0,0
mailpile.contrib.gui.gui-o-matic.Indicator.set_status_startup,69,2,1,1,1,0,0
mailpile.contrib.gui.gui-o-matic.Indicator.set_status_working,75,1,1,0,1,0,0
mailpile.contrib.gui.gui-o-matic.MacOSXIndicator,286,5,5,0,5,0,0
mailpile.contrib.gui.gui-o-matic.StdinWatcher.__init__,381,1,0,1,0,0,0
mailpile.contrib.gui.gui-o-matic.StdinWatcher.do,387,1,0,1,0,0,0
mailpile.contrib.gui.gui-o-matic.StdinWatcher.run,393,1,1,0,1,0,0
mailpile.contrib.gui.gui-o-matic.UnityIndicator,106,6,6,0,6,0,0
mailpile.contrib.gui.gui._real_startup,37,5,5,0,5,0,0
mailpile.contrib.gui.gui.indicator,20,2,0,2,0,0,0
mailpile.contrib.hacks.hacks.CheckMailbox.command,254,9,9,0,9,0,0
mailpile.contrib.hacks.hacks.FixIndex.command,31,6,6,0,6,0,0
mailpile.contrib.hacks.hacks.Hacks.command,22,1,1,0,1,0,0
mailpile.contrib.hacks.hacks.Http.command,185,6,6,0,6,0,0
mailpile.contrib.hacks.hacks.PyCLI.command,68,5,5,0,5,0,0
mailpile.contrib.hacks.hacks.ViewHeaderPrint._explain,162,6,5,1,5,0,0
mailpile.contrib.hacks.hacks.ViewHeaderPrint.command,169,2,2,0,2,0,0
mailpile.contrib.hacks.hacks.ViewKeywords._explain,143,6,5,1,5,0,0
mailpile.contrib.hacks.hacks.ViewKeywords.command,153,2,2,0,2,0,0
mailpile.contrib.hacks.hacks.ViewMetadata._explain,99,5,4,1,4,0,0
mailpile.contrib.hacks.hacks.ViewMetadata.command,134,2,2,0,2,0,0
mailpile.contrib.i18nhelper.i18nhelper.I18NRecent.command,21,1,1,0,1,0,0
mailpile.crypto.gpgi.(global),0,1,1,0,1,0,0
mailpile.crypto.gpgi.GetKeys,997,11,9,2,9,0,0
mailpile.crypto.gpgi.GnuPG.__init__,421,15,1,14,1,0,0
mailpile.crypto.gpgi.GnuPG._debug_all,468,1,1,0,1,0,0
mailpile.crypto.gpgi.GnuPG._escape_hex_keyid_term,954,2,0,2,0,0,0
mailpile.crypto.gpgi.GnuPG._parse_import,691,2,0,2,0,0,0
mailpile.crypto.gpgi.GnuPG._reap_threads,591,2,1,1,1,0,0
mailpile.crypto.gpgi.GnuPG.address_to_keys,945,4,2,2,2,0,0
mailpile.crypto.gpgi.GnuPG.chat,970,2,1,1,1,0,0
mailpile.crypto.gpgi.GnuPG.decrypt,745,6,3,3,3,0,0
mailpile.crypto.gpgi.GnuPG.encrypt,819,7,3,4,3,0,0
mailpile.crypto.gpgi.GnuPG.get_pubkey,939,2,1,1,1,0,0
mailpile.crypto.gpgi.GnuPG.import_keys,680,7,2,5,2,0,0
mailpile.crypto.gpgi.GnuPG.is_available,484,1,1,0,1,0,0
mailpile.crypto.gpgi.GnuPG.list_keys,621,7,2,5,2,0,0
mailpile.crypto.gpgi.GnuPG.list_secret_keys,635,3,3,0,3,0,0
mailpile.crypto.gpgi.GnuPG.parse_keylist,617,4,2,2,2,0,0
mailpile.crypto.gpgi.GnuPG.parse_status,599,2,1,1,1,0,0
mailpile.crypto.gpgi.GnuPG.parse_stderr,611,3,3,0,3,0,0
mailpile.crypto.gpgi.GnuPG.parse_stdout,607,1,1,0,1,0,0
mailpile.crypto.gpgi.GnuPG.prepare_passphrase,446,6,3,3,3,0,0
mailpile.crypto.gpgi.GnuPG.recv_key,886,6,3,3,3,0,0
mailpile.crypto.gpgi.GnuPG.remove_armor,789,3,2,1,2,0,0
mailpile.crypto.gpgi.GnuPG.run,493,18,5,13,5,0,0
mailpile.crypto.gpgi.GnuPG.search_key,899,5,3,2,3,0,0
mailpile.crypto.gpgi.GnuPG.sign,849,3,2,1,2,0,0
mailpile.crypto.gpgi.GnuPG.sign_key,878,3,2,1,2,0,0
mailpile.crypto.gpgi.GnuPG.verify,800,3,2,1,2,0,0
mailpile.crypto.gpgi.GnuPG.version,480,1,1,0,1,0,0
mailpile.crypto.gpgi.GnuPGExpectScript.__init__,1114,2,0,2,0,0,0
mailpile.crypto.gpgi.GnuPGExpectScript.expect_exact,1169,2,1,1,1,0,0
mailpile.crypto.gpgi.GnuPGExpectScript.gpg_args,1192,1,0,1,0,0,0
mailpile.crypto.gpgi.GnuPGExpectScript.in_state,1140,1,0,1,0,0,0
mailpile.crypto.gpgi.GnuPGExpectScript.on_complete,1215,1,0,1,0,0,0
mailpile.crypto.gpgi.GnuPGExpectScript.run,1195,4,4,0,4,0,0
mailpile.crypto.gpgi.GnuPGExpectScript.run_script,1184,3,3,0,3,0,0
mailpile.crypto.gpgi.GnuPGExpectScript.sendline,1147,2,1,1,1,0,0
mailpile.crypto.gpgi.GnuPGExpectScript.set_state,1143,3,1,2,1,0,0
mailpile.crypto.gpgi.GnuPGKeyEditor.__init__,1304,3,2,1,2,0,0
mailpile.crypto.gpgi.GnuPGKeyEditor.in_state,1329,1,1,0,1,0,0
mailpile.crypto.gpgi.GnuPGKeyGenerator.__init__,1256,3,1,2,1,0,0
mailpile.crypto.gpgi.GnuPGRecordParser.__init__,171,1,0,1,0,0,0
mailpile.crypto.gpgi.GnuPGRecordParser.parse,191,2,1,1,1,0,0
mailpile.crypto.gpgi.GnuPGRecordParser.parse_line,196,2,1,1,1,0,0
mailpile.crypto.gpgi.GnuPGRecordParser.parse_privkey,256,1,1,0,1,0,0
mailpile.crypto.gpgi.GnuPGRecordParser.parse_pubkey,203,2,1,1,1,0,0
mailpile.crypto.gpgi.GnuPGRecordParser.parse_uidline,259,2,1,1,1,0,0
mailpile.crypto.gpgi.GnuPGResultParser.__init__,61,2,0,2,0,0,0
mailpile.crypto.gpgi.GnuPGResultParser.parse,70,1,1,0,1,0,0
mailpile.crypto.gpgi.OpenPGPMimeEncryptingWrapper.crypto,1080,2,1,1,1,0,0
mailpile.crypto.gpgi.OpenPGPMimeEncryptingWrapper.get_keys,1083,3,2,1,2,0,0
mailpile.crypto.gpgi.OpenPGPMimeSignEncryptWrapper._encrypt,1095,3,3,0,3,0,0
mailpile.crypto.gpgi.OpenPGPMimeSignEncryptWrapper.crypto,1092,2,1,1,1,0,0
mailpile.crypto.gpgi.OpenPGPMimeSigningWrapper.crypto,1068,2,1,1,1,0,0
mailpile.crypto.gpgi.OpenPGPMimeSigningWrapper.get_keys,1071,2,2,0,2,0,0
mailpile.crypto.gpgi.StreamReader.__init__,335,1,0,1,0,0,0
mailpile.crypto.gpgi.StreamWriter.__init__,370,1,0,1,0,0,0
mailpile.crypto.gpgi.parse_uid,318,2,0,2,0,0,0
mailpile.crypto.gpgi.stubborn_decode,306,1,0,1,0,0,0
mailpile.crypto.mime.EncryptionFailureError.__init__,41,1,0,1,0,0,0
mailpile.crypto.mime.MessageAsString,34,6,2,4,2,0,0
mailpile.crypto.mime.MimeEncryptingWrapper.__init__,371,2,2,0,2,0,0
mailpile.crypto.mime.MimeEncryptingWrapper._encrypt,387,3,2,1,2,0,0
mailpile.crypto.mime.MimeEncryptingWrapper._update_crypto_status,391,1,0,1,0,0,0
mailpile.crypto.mime.MimeEncryptingWrapper.wrap,394,10,10,0,10,0,0
mailpile.crypto.mime.MimeSigningWrapper.__init__,319,1,1,0,1,0,0
mailpile.crypto.mime.MimeSigningWrapper._update_crypto_status,329,1,0,1,0,0,0
mailpile.crypto.mime.MimeSigningWrapper.wrap,332,12,12,0,12,0,0
mailpile.crypto.mime.MimeWrapper.__init__,244,2,0,2,0,0,0
mailpile.crypto.mime.MimeWrapper.attach,261,10,1,9,1,1,1
mailpile.crypto.mime.MimeWrapper.crypto,258,2,0,2,0,0,0
mailpile.crypto.mime.MimeWrapper.flatten,282,3,1,2,1,0,0
mailpile.crypto.mime.MimeWrapper.get_keys,279,2,0,2,0,0,0
mailpile.crypto.mime.MimeWrapper.get_only_text_part,285,2,0,2,0,0,0
mailpile.crypto.mime.MimeWrapper.wrap,299,5,3,2,3,0,0
mailpile.crypto.mime.Normalize,17,5,1,4,1,0,0
mailpile.crypto.mime.SignatureFailureError.__init__,47,1,0,1,0,0,0
