full_name,label,degree,neighbors_count,in_degree,out_degree,self_loops,max_call_circles
bytecode_helper.BytecodeTestCase.assertNotInBytecode,31,15,2,13,2,0,0
bytecode_helper.BytecodeTestCase.get_disassembly_as_string,12,3,1,2,1,0,0
crashers.gc_inspection.(global),0,1,1,0,1,0,0
crashers.gc_inspection.g,23,1,0,1,0,0,0
crashers.mutation_inside_cyclegc.(global),0,1,1,0,1,0,0
crashers.mutation_inside_cyclegc.callback,18,3,0,3,0,0,0
crashers.trace_at_recursion_limit.(global),0,1,1,0,1,0,0
crashers.trace_at_recursion_limit.f,21,3,1,2,1,1,1
crashers.trace_at_recursion_limit.g,13,1,1,0,1,0,0
crashers.trace_at_recursion_limit.x,10,6,0,6,0,0,0
crashers.underlying_dict.(global),0,2,2,0,2,0,0
curses_tests.main,39,1,1,0,1,0,0
curses_tests.test_textpad,13,1,0,1,0,0,0
datetimetester.(global),0,3,3,0,3,0,0
datetimetester.FixedOffset.__init__,86,27,0,27,0,0,0
datetimetester.FixedOffset.dst,100,1,0,1,0,0,0
datetimetester.FixedOffset.tzname,98,1,0,1,0,0,0
datetimetester.FixedOffset.utcoffset,96,2,0,2,0,0,0
datetimetester.HarmlessMixedComparison.test_harmful_mixed_comparison,361,1,1,0,1,0,0
datetimetester.Oddballs.test_bug_1028306,3846,3,3,0,3,0,0
datetimetester.PicklableFixedOffset.__init__,105,3,1,2,1,0,0
datetimetester.TZInfoBase.test_argument_passing,2456,1,1,0,1,0,0
datetimetester.TZInfoBase.test_aware_compare,2566,2,2,0,2,0,0
datetimetester.TZInfoBase.test_bad_tzinfo_classes,2474,1,1,0,1,0,0
datetimetester.TZInfoBase.test_tzinfo_classes,2518,2,2,0,2,0,0
datetimetester.TZInfoBase.test_utc_offset_out_of_bounds,2490,2,2,0,2,0,0
datetimetester.TestDate.test_backdoor_resistance,1471,1,1,0,1,0,0
datetimetester.TestDate.test_bad_constructor_arguments,961,1,1,0,1,0,0
datetimetester.TestDate.test_basic_attributes,869,1,1,0,1,0,0
datetimetester.TestDate.test_compare,1307,2,2,0,2,0,0
datetimetester.TestDate.test_computations,1008,2,2,0,2,0,0
datetimetester.TestDate.test_ctime,1189,1,1,0,1,0,0
datetimetester.TestDate.test_extreme_ordinals,936,2,2,0,2,0,0
datetimetester.TestDate.test_extreme_timedelta,1264,1,1,0,1,0,0
datetimetester.TestDate.test_format,1227,2,2,0,2,0,0
datetimetester.TestDate.test_fromtimestamp,1072,1,1,0,1,0,0
datetimetester.TestDate.test_hash_equality,983,1,1,0,1,0,0
datetimetester.TestDate.test_insane_fromtimestamp,1083,1,1,0,1,0,0
datetimetester.TestDate.test_iso_long_years,1147,1,1,0,1,0,0
datetimetester.TestDate.test_isocalendar,1130,1,1,0,1,0,0
datetimetester.TestDate.test_isoformat,1185,1,1,0,1,0,0
datetimetester.TestDate.test_mixed_compare,1346,2,2,0,2,0,0
